iucn_sid,scientific_name,kingdom,phylum,class,order,family,genus,main_common_name,authority,published_year,assessment_date,category,criteria,population_trend,marine_system,freshwater_system,terrestrial_system,assessor,reviewer,aoo_km2,eoo_km2,elevation_upper,elevation_lower,depth_upper,depth_lower,errata_flag,errata_reason,amended_flag,amended_reason
180248,Pearsonothuria graeffei,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Pearsonothuria,Blackspotted Sea Cucumber,"(Semper, 1868)",2013,2010-05-18,LC,NA,Unknown,TRUE,FALSE,FALSE,"Conand, C., Gamboa, R. & Purcell, S.","Polidoro, B., Knapp, L., Carpenter, K.E. & Harwell, H.",NA,NA,NA,NA,0,25,NA,NA,NA,NA
180257,Holothuria scabra,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Golden Sandfish,"Jaeger, 1833",2013,2010-05-18,EN,A2bd,Decreasing,TRUE,FALSE,FALSE,"Hamel, J.-F., Mercier, A., Conand, C., Purcell, S., Toral-Granda, T.-G. & Gamboa, R.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,0,25,NA,NA,NA,NA
180265,Actinopyga miliaris,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Actinopyga,Harry Blackfish,"(Quoy &amp; Gaimard, 1833)",2013,2010-05-15,VU,A2bd,Decreasing,TRUE,FALSE,FALSE,"Conand, C., Purcell, S. & Gamboa, R.","Harwell, H., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,0,20,NA,NA,NA,NA
180275,Holothuria lessoni,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Golden Sandfish,"Massin et al., 2009",2013,2010-05-18,EN,A2bd,Decreasing,TRUE,FALSE,FALSE,"Conand, C., Purcell, S. & Gamboa, R.","Carpenter, K.E., Polidoro, B., Knapp, L. & Harwell, H.",NA,NA,NA,NA,0,25,NA,NA,NA,NA
180285,Thelenota rubralineata,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Thelenota,NA,"Massin &amp; Lane, 1991",2013,2010-05-18,DD,NA,Unknown,TRUE,FALSE,FALSE,"Conand, C., Gamboa, R. & Purcell, S.","Polidoro, B., Knapp, L., Harwell, H. & Carpenter, K.E.",NA,NA,NA,NA,6,23,NA,NA,NA,NA
180286,Holothuria pardalis,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,NA,"Selenka, 1867",2013,2010-05-18,LC,NA,Unknown,TRUE,FALSE,FALSE,"Conand, C., Purcell, S. & Gamboa, R.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,0,10,NA,NA,NA,NA
180324,Thelenota anax,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Thelenota,Amberfish,"H. L. Clark, 1921",2013,2010-05-18,DD,NA,Unknown,TRUE,FALSE,FALSE,"Conand, C., Purcell, S. & Gamboa, R.","Polidoro, B., Knapp, L., Harwell, H. & Carpenter, K.E.",NA,NA,NA,NA,5,30,NA,NA,NA,NA
180337,Actinopyga mauritiana,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Actinopyga,Surf Redfish,"(Quoy &amp; Gaimard, 1833)",2013,2010-05-15,VU,A2bd,Decreasing,TRUE,FALSE,FALSE,"Conand, C., Purcell, S. & Gamboa, R.","Polidoro, B., Harwell, H. & Carpenter, K.E.",NA,NA,NA,NA,0,50,NA,NA,NA,NA
180347,Holothuria modesta,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,NA,"Ludwig, 1875",2013,2010-05-18,DD,NA,Unknown,TRUE,FALSE,FALSE,"Samyn, Y.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,0,20,NA,NA,NA,NA
180352,Bohadschia vitiensis,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Bohadschia,Brown Sandfish,"(Semper, 1868)",2013,2011-11-15,DD,NA,Decreasing,TRUE,FALSE,FALSE,"Samyn, Y.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,0,20,NA,NA,NA,NA
180367,Stichopus monotuberculatus,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Stichopus,NA,"(Quoy &amp; Gaimard, 1833)",2013,2010-05-18,DD,NA,Unknown,TRUE,FALSE,FALSE,"Conand, C., Purcell, S. & Gamboa, R.","Polidoro, B., Knapp, L., Harwell, H. & Carpenter, K.E.",NA,NA,NA,NA,0,45,NA,NA,NA,NA
180375,Holothuria leucospilota,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,White Thread Fish,"(Brandt, 1835)",2013,2010-05-18,LC,NA,Unknown,TRUE,FALSE,FALSE,"Conand, C., Purcell, S. & Gamboa, R.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,0,20,NA,NA,NA,NA
180386,Bohadschia similis,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Bohadschia,Brownspotted Sandfish,"(Semper, 1868)",2013,2010-05-18,DD,NA,Unknown,TRUE,FALSE,FALSE,"Samyn, Y.","Knapp, L., Polidoro, B., Carpenter, K.E. & Harwell, H.",NA,NA,NA,NA,0,3,NA,NA,NA,NA
180395,Holothuria coluber,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Snakefish,"Semper, 1868",2013,2010-05-18,LC,NA,Unknown,TRUE,FALSE,FALSE,"Conand, C., Gamboa, R. & Purcell, S.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,0,10,NA,NA,NA,NA
180406,Actinopyga palauensis,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Actinopyga,Panning's Blackfish,"Panning, 1944",2013,2010-05-18,LC,NA,Unknown,TRUE,FALSE,FALSE,"Conand, C., Gamboa, R. & Purcell, S.","Polidoro, B., Carpenter, K.E., Harwell, H. & Knapp, L.",NA,NA,NA,NA,4,30,NA,NA,NA,NA
180420,Holothuria gracilis,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,NA,"Semper, 1868",2013,2010-05-18,DD,NA,Unknown,TRUE,FALSE,FALSE,"Samyn, Y.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180421,Holothuria atra,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Lollyfish,"Jaeger, 1833",2013,2010-05-18,LC,NA,Stable,TRUE,FALSE,FALSE,"Conand, C., Gamboa, R. & Purcell, S.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,0,30,NA,NA,NA,NA
180437,Holothuria arenicola,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,NA,"Semper, 1868",2013,2010-05-18,DD,NA,Unknown,TRUE,FALSE,FALSE,"Conand, C. & Gamboa, R.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,0,15,NA,NA,NA,NA
180440,Holothuria whitmaei,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Black Teatfish,"Bell, 1887",2013,2010-05-18,EN,A2bd,NA,TRUE,FALSE,FALSE,"Conand, C., Gamboa, R., Purcell, S. & Toral-Granda, T.-G.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,0,30,NA,NA,NA,NA
180443,Holothuria rigida,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,NA,"Selenka, 1867",2013,2010-05-18,LC,NA,Unknown,TRUE,FALSE,FALSE,"Conand, C., Gamboa, R. & Purcell, S.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180446,Holothuria stocki,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,NA,"Cherbonnier, 1964",2013,2010-05-18,DD,NA,Unknown,TRUE,FALSE,FALSE,"Samyn, Y.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180477,Stichopus chloronotus,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Stichopus,Greenfish,"Brandt, 1835",2013,2010-05-18,LC,NA,Stable,TRUE,FALSE,FALSE,"Conand, C., Gamboa, R. & Purcell, S.","Polidoro, B., Knapp, L., Harwell, H. & Carpenter, K.E.",NA,NA,NA,NA,0,60,NA,NA,NA,NA
180479,Labidodemas semperianum,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Labidodemas,NA,"Selenka, 1867",2013,2010-05-18,LC,NA,Unknown,TRUE,FALSE,FALSE,"Conand, C. & Gamboa, R.","Polidoro, B., Knapp, L., Harwell, H. & Carpenter, K.E.",NA,NA,NA,NA,0,5,NA,NA,NA,NA
180481,Thelenota ananas,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Thelenota,Prickly Redfish,"(Jaeger, 1833)",2013,2010-05-18,EN,A2bd,Decreasing,TRUE,FALSE,FALSE,"Conand, C., Gamboa, R. & Purcell, S.","Polidoro, B., Knapp, L., Carpenter, K.E. & Harwell, H.",NA,NA,NA,NA,2,35,NA,NA,NA,NA
180483,Holothuria flavomaculata,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,NA,"Semper, 1868",2013,2010-05-18,LC,NA,Unknown,TRUE,FALSE,FALSE,"Conand, C., Purcell, S. & Gamboa, R.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,0,5,NA,NA,NA,NA
180488,Stichopus horrens,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Stichopus,Selenka's Sea Cucumber,"Selenka, 1867",2013,2010-05-18,DD,NA,Unknown,TRUE,FALSE,FALSE,"Conand, C., Purcell, S. & Gamboa, R.","Polidoro, B., Knapp, L., Harwell, H. & Carpenter, K.E.",NA,NA,NA,NA,0,15,NA,NA,NA,NA
180494,Holothuria fuscocinerea,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,NA,"Jaeger, 1833",2013,2010-05-18,LC,NA,Unknown,TRUE,FALSE,FALSE,"Conand, C., Gamboa, R. & Purcell, S.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,0,40,NA,NA,NA,NA
180512,Holothuria impatiens,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,Bottleneck Sea Cucumber,"Forskaal, 1775",2013,2010-05-18,DD,NA,Unknown,TRUE,FALSE,FALSE,"Conand, C., Purcell, S. & Gamboa, R.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,0,30,NA,NA,NA,NA
180518,Actinopyga echinites,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Actinopyga,Deep Water Redfish,"(Jaeger, 1833)",2013,2010-05-18,VU,A2bd,Decreasing,TRUE,FALSE,FALSE,"Conand, C., Purcell, S. & Gamboa, R.","Polidoro, B., Harwell, H., Carpenter, K.E. & Knapp, L.",NA,NA,NA,NA,0,30,NA,NA,NA,NA
180525,Holothuria pervicax,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,NA,"Selenka, 1867",2013,2010-05-18,LC,NA,Unknown,TRUE,FALSE,FALSE,"Conand, C., Purcell, S. & Gamboa, R.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,0,10,NA,NA,NA,NA
180534,Holothuria inhabilis,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Holothuria,NA,"Selenka, 1867",2013,2010-05-19,LC,NA,Unknown,TRUE,FALSE,FALSE,"Alvarado, J.J., Benavides, M., Paola Ortiz, E. & Toral-Granda, M.V","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,0,85,NA,NA,NA,NA
180541,Bohadschia argus,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,HOLOTHURIIDAE,Bohadschia,Leopardfish,"(Jaeger, 1833)",2013,2010-05-18,LC,NA,Stable,TRUE,FALSE,FALSE,"Conand, C., Gamboa, R. & Purcell, S.","Polidoro, B., Carpenter, K.E., Knapp, L. & Harwell, H.",NA,NA,NA,NA,0,50,NA,NA,NA,NA
180544,Stichopus noctivagus,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Stichopus,NA,"Cherbonnier, 1980",2013,2010-05-18,LC,NA,Unknown,TRUE,FALSE,FALSE,"Conand, C. & Gamboa, R.","Polidoro, B., Knapp, L., Harwell, H. & Carpenter, K.E.",NA,NA,NA,NA,5,20,NA,NA,NA,NA
180545,Stichopus vastus,ANIMALIA,ECHINODERMATA,HOLOTHUROIDEA,ASPIDOCHIROTIDA,STICHOPODIDAE,Stichopus,Curryfish,"Sluiter, 1888",2013,2010-05-18,LC,NA,Unknown,TRUE,FALSE,FALSE,"Conand, C., Purcell, S. & Gamboa, R.","Polidoro, B., Knapp, L., Harwell, H. & Carpenter, K.E.",NA,NA,NA,NA,5,NA,NA,NA,NA,NA
181116,Neopomacentrus taeniurus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACENTRIDAE,Neopomacentrus,Freshwater Damsel,"(Bleeker, 1856)",2012,2010-11-19,DD,NA,Unknown,TRUE,TRUE,FALSE,"Jenkins, A., Myers, R. & Rocha, L.A.","Harwell, H. & Pippard, H.",NA,NA,NA,NA,0,10,NA,NA,NA,NA
183158,Kuhlia rupestris,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,KUHLIIDAE,Kuhlia,Jungle Perch,"(Lacepède, 1802)",2017,2016-06-28,LC,NA,Stable,TRUE,TRUE,FALSE,"Mailautoka, K., Hoese, D. & Sparks, J.S.","Sayer, C.",NA,NA,5,1,5,50,NA,NA,NA,NA
183274,Tylosurus crocodilus,ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,BELONIDAE,Tylosurus,Hound Needlefish,"(Péron &amp; Lesueur, 1821)",2015,2012-08-21,LC,NA,Unknown,TRUE,FALSE,FALSE,"Collette, B.B., Acero, A., Polanco Fernandez, A. & Aiken, K.A.","Linardich, C. & Cox, N.A.",NA,NA,NA,NA,0,10,NA,NA,NA,NA
184990,Nephropsis holthuisi,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,NEPHROPIDAE,Nephropsis,NA,"Macpherson, 1993",2011,2009-12-03,DD,NA,Unknown,TRUE,FALSE,FALSE,"Wahle, R.","Collen, B., Livingstone, S. & Richman, N.",NA,NA,NA,NA,350,1105,NA,NA,NA,NA
185000,Stereomastis nana,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POLYCHELIDAE,Stereomastis,NA,"(Smith, 1884)",2011,2009-12-03,LC,NA,Stable,TRUE,FALSE,FALSE,"Chan, T.Y.","Collen, B., Livingstone, S. & Richman, N.",NA,NA,NA,NA,300,4000,NA,NA,NA,NA
185012,Stereomastis sculpta,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POLYCHELIDAE,Stereomastis,Flatback Lobster,"(Smith, 1880)",2011,2009-12-03,LC,NA,Stable,TRUE,FALSE,FALSE,"Chan, T.Y.","Collen, B., Livingstone, S. & Richman, N.",NA,NA,NA,NA,200,4000,NA,NA,NA,NA
185024,Enoplometopus holthuisi,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,ENOPLOMETOPIDAE,Enoplometopus,Bullseye Reef Lobster,"Gordon, 1968",2011,2009-12-03,DD,NA,Unknown,TRUE,FALSE,FALSE,"Chan, T.Y. & Wahle, R.","Collen, B., Livingstone, S. & Richman, N.",NA,NA,NA,NA,20,80,NA,NA,NA,NA
185026,Polycheles typhlops,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POLYCHELIDAE,Polycheles,NA,"Heller, 1862",2011,2009-12-03,LC,NA,Stable,TRUE,FALSE,FALSE,"Chan, T.Y.","Collen, B., Livingstone, S. & Richman, N.",NA,NA,NA,NA,77,2055,NA,NA,NA,NA
185029,Thaumastocheles dochmiodon,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,NEPHROPIDAE,Thaumastocheles,NA,"Chan &amp; Saint Laurent, 1999",2011,2009-12-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Wahle, R.","Collen, B., Livingstone, S. & Richman, N.",NA,NA,NA,NA,250,822,NA,NA,NA,NA
185032,Biarctus sordidus,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,SCYLLARIDAE,Biarctus,Pygmy Slipper Lobster,"(Stimpson, 1860)",2011,2009-12-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Chan, T.Y.","Collen, B., Livingstone, S. & Richman, N.",NA,NA,NA,NA,2.70000004768372,73,NA,NA,NA,NA
185038,Pentacheles laevis,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POLYCHELIDAE,Pentacheles,NA,"Bate, 1878",2011,2009-12-03,LC,NA,Stable,TRUE,FALSE,FALSE,"Chan, T.Y.","Collen, B., Livingstone, S. & Richman, N.",NA,NA,NA,NA,215,2505,NA,NA,NA,NA
185079,Homeryon armarium,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,POLYCHELIDAE,Homeryon,NA,"Galil, 2000",2011,2009-12-03,DD,NA,Unknown,TRUE,FALSE,FALSE,"Chan, T.Y.","Collen, B., Livingstone, S. & Richman, N.",NA,NA,NA,NA,520,700,NA,NA,NA,NA
185933,Zapogon evermanni,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,APOGONIDAE,Zapogon,Cave Cardinalfish,"(Jordan &amp; Snyder, 1904)",2015,2011-03-10,LC,NA,Unknown,TRUE,FALSE,FALSE,"Gilmore, G. & Fraser, T.","Cox, N.A.",NA,NA,NA,NA,70,250,NA,NA,NA,NA
186087,Valamugil buchanani,ANIMALIA,CHORDATA,ACTINOPTERYGII,MUGILIFORMES,MUGILIDAE,Valamugil,Bluetail Mullet,"(Bleeker, 1853)",2017,2017-02-12,LC,NA,Unknown,TRUE,TRUE,FALSE,"Sparks, J.S.","Sayer, C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186088,Oxyurichthys ophthalmonema,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Oxyurichthys,Eyebrow Goby,"(Bleeker, 1857)",2016,2015-03-10,LC,NA,Unknown,TRUE,FALSE,FALSE,"Greenfield, D., Larson, H. & Munroe, T.A.","Ralph, G. & Harvey, M.",NA,NA,NA,NA,1,30,NA,NA,NA,NA
186090,Yongeichthys nebulosus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GOBIIDAE,Yongeichthys,Shadow Goby,"(Forsskål, 1775)",2017,2016-07-01,LC,NA,Unknown,TRUE,TRUE,FALSE,"Larson, H., Allen, G., Williams, J.T. & Sparks, J.S.","Sayer, C.",NA,NA,NA,NA,0,30,NA,NA,NA,NA
187368,Bodianus dictynna,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Bodianus,NA,"Gomon, 2006",2010,2008-03-12,LC,NA,Unknown,TRUE,FALSE,FALSE,"Russell, B.","Sadovy, Y. & Carpenter, K.E.",NA,NA,NA,NA,9,30,NA,NA,NA,NA
187373,Hemigymnus fasciatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Hemigymnus,Barred thicklip wrasse,"(Bloch, 1792)",2010,2008-06-12,LC,NA,Unknown,TRUE,FALSE,FALSE,"Choat, J.H., Pollard, D. & Myers, R.","Sadovy, Y. & Carpenter, K.E.",NA,NA,NA,NA,1,35,NA,NA,NA,NA
187381,Thalassoma lunare,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Thalassoma,Crescent-Tail Wrasse,"(Linnaeus, 1758)",2010,2008-06-12,LC,NA,Stable,TRUE,FALSE,FALSE,"Shea, S., Liu, M., Sadovy, Y. & Rocha, L.A.","Craig, M.T. & Carpenter, K.E.",NA,NA,NA,NA,1,30,NA,NA,NA,NA
187382,Halichoeres marginatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,Dusky Wrasse,"Rüppell, 1835",2010,2009-03-25,LC,NA,Unknown,TRUE,FALSE,FALSE,"Choat, J.H.","Craig, M.T. & Carpenter, K.E.",NA,NA,NA,NA,0,30,NA,NA,NA,NA
187383,Cheilio inermis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cheilio,Sharp-nosed rainbowfish,"(Forsskål, 1775)",2010,2008-07-12,LC,NA,Unknown,TRUE,FALSE,FALSE,"Cheung, W.W.L., Sadovy, Y. & Liu, M.","Craig, M.T. & Carpenter, K.E.",NA,NA,NA,NA,0,30,NA,NA,NA,NA
187384,Cheilinus chlorourus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cheilinus,White-dotted maori wrasse,"(Bloch, 1791)",2010,2008-07-12,LC,NA,Unknown,TRUE,FALSE,FALSE,"Shea, S., Liu, M. & Sadovy, Y.","Craig, M.T. & Carpenter, K.E.",NA,NA,NA,NA,2,30,NA,NA,NA,NA
187389,Cirrhilabrus tonozukai,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,Tono's wrasse,"Allen &amp; Kuiter, 1999",2010,2009-03-10,DD,NA,Unknown,TRUE,FALSE,FALSE,"Rocha, L. & Suharti, S.","Craig, M.T. & Carpenter, K.E.",NA,NA,NA,NA,15,40,NA,NA,NA,NA
187395,Iniistius aneitensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Iniistius,White-blotch razor wrasse,"(Günther, 1862)",2010,2009-03-25,LC,NA,Unknown,TRUE,FALSE,FALSE,"Russell, B.","Craig, M.T. & Carpenter, K.E.",NA,NA,NA,NA,12,92,NA,NA,NA,NA
187396,Labroides dimidiatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Labroides,Blue-streak cleaner wrasse,"(Valenciennes, 1839)",2010,2008-05-12,LC,NA,Unknown,TRUE,FALSE,FALSE,"Shea, S. & Liu, M.","Craig, M.T. & Carpenter, K.E.",NA,NA,NA,NA,1,40,NA,NA,NA,NA
187407,Wetmorella nigropinnata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Wetmorella,Yellow-banded possum wrasse,"(Seale, 1901)",2010,2009-03-03,LC,NA,Unknown,TRUE,FALSE,FALSE,"Bertoncini, A. & Yeeting, B.","Craig, M.T. & Carpenter, K.E.",NA,NA,NA,NA,1,30,NA,NA,NA,NA
187415,Cirrhilabrus earlei,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cirrhilabrus,Orange-Striped Fairy Wrasse,"Randall &amp; Pyle, 2001",2010,2009-03-25,LC,NA,Unknown,TRUE,FALSE,FALSE,"Rocha, L.","Craig, M.T. & Carpenter, K.E.",NA,NA,NA,NA,55,92,NA,NA,NA,NA
187417,Coris batuensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,Schroeder's Rainbow-wrasse,"(Bleeker, 1856)",2010,2009-02-22,LC,NA,Unknown,TRUE,FALSE,FALSE,"Craig, M. & Yeeting, B.","Rocha, L.A. & Carpenter, K.E.",NA,NA,NA,NA,1,34,NA,NA,NA,NA
187423,Oxycheilinus orientalis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Oxycheilinus,Oriental maori wrasse,"(Günther, 1862)",2010,2009-03-25,LC,NA,Unknown,TRUE,FALSE,FALSE,"Liu, M. & To, A.","Craig, M.T. & Carpenter, K.E.",NA,NA,NA,NA,15,80,NA,NA,NA,NA
187424,Stethojulis bandanensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Stethojulis,Red-spot rainbowfish,"(Bleeker, 1851)",2010,2008-07-12,LC,NA,Unknown,TRUE,FALSE,FALSE,"To, A., Liu, M., Craig, M. & Rocha, L.","Sadovy, Y. & Carpenter, K.E.",NA,NA,NA,NA,0,30,NA,NA,NA,NA
187431,Pteragogus cryptus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Pteragogus,Indian sneaky wrasse,"Randall, 1981",2010,2009-03-25,LC,NA,Unknown,TRUE,FALSE,FALSE,"Sadovy, Y.","Craig, M.T. & Carpenter, K.E.",NA,NA,NA,NA,4,67,NA,NA,NA,NA
187436,Coris gaimard,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Coris,African clown wrasse,"(Quoy &amp; Gaimard, 1824)",2010,2008-10-21,LC,NA,Stable,TRUE,FALSE,FALSE,"Pollard, D. & Liu, M.","Sadovy, Y. & Carpenter, K.E.",NA,NA,NA,NA,1,50,NA,NA,NA,NA
187438,Halichoeres prosopeion,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Halichoeres,Twotone wrasse,"(Bleeker, 1853)",2010,2009-03-25,LC,NA,Unknown,TRUE,FALSE,FALSE,"Choat, J.H.","Craig, M.T. & Carpenter, K.E.",NA,NA,NA,NA,2,40,NA,NA,NA,NA
