iucn_sid,scientific_name,kingdom,phylum,class,order,family,genus,main_common_name,authority,published_year,assessment_date,category,criteria,population_trend,marine_system,freshwater_system,terrestrial_system,assessor,reviewer,aoo_km2,eoo_km2,elevation_upper,elevation_lower,depth_upper,depth_lower,errata_flag,errata_reason,amended_flag,amended_reason
15601913,Scopelengys tristis,ANIMALIA,CHORDATA,ACTINOPTERYGII,MYCTOPHIFORMES,NEOSCOPELIDAE,Scopelengys,Sombre Blackchin,"Alcock, 1890",2015,2012-07-11,LC,NA,Unknown,TRUE,FALSE,FALSE,"Hulley, P.","Strongin, K., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,500,1000,NA,NA,NA,NA
16407132,Antigonia capros,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CAPROIDAE,Antigonia,Deepbody Boarfish,"Lowe, 1843",2015,2013-01-28,LC,NA,Stable,TRUE,FALSE,FALSE,"Carpenter, K.E., Robertson, R., Moore, J. & Munroe, T.","Cox, N.A.",NA,NA,NA,NA,50,900,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
16425354,Beryx splendens,ANIMALIA,CHORDATA,ACTINOPTERYGII,BERYCIFORMES,BERYCIDAE,Beryx,Splendid Alfonsino,"Lowe, 1834",2015,2014-04-14,LC,NA,Unknown,TRUE,FALSE,FALSE,"Iwamoto, T., McEachran, J.D., Polanco Fernandez, A., Moore, J. & Russell, B.","Weller, S., Strongin, K., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,25,1300,NA,NA,NA,NA
16431757,Caranx lugubris,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Caranx,Black Jack,"Poey, 1860",2015,2012-08-20,LC,NA,Stable,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F., Williams, J.T., Pina Amargos, F., Curtis, M. & Brown, J.","Cox, N.A.",NA,NA,NA,NA,3,380,TRUE,This errata assessment has been created because the map was accidentally left out of the version published previously.,NA,NA
16439367,Cubiceps pauciradiatus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,NOMEIDAE,Cubiceps,Bigeye Cigarfish,"Günther, 1872",2015,2013-05-21,LC,NA,Unknown,TRUE,FALSE,FALSE,"Iwamoto, T., Singh-Renton, S., Pina Amargos, F., Aiken, K.A., Collette, B.B., Marechal, J. & Kishore, R.","Strongin, K., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,58,1000,NA,NA,NA,NA
16440027,Elagatis bipinnulata,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Elagatis,Rainbow Runner,"(Quoy &amp; Gaimard, 1825)",2015,2012-08-21,LC,NA,Stable,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F., Williams, J.T., Pina Amargos, F., Curtis, M. & Brown, J.","Cox, N.A.",NA,NA,NA,NA,1,150,NA,NA,NA,NA
16507347,Seriola rivoliana,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CARANGIDAE,Seriola,Longfin Yellowtail,"Valenciennes, 1833",2015,2012-08-21,LC,NA,Stable,TRUE,FALSE,FALSE,"Smith-Vaniz, W.F., Curtis, M., Williams, J.T., Brown, J. & Pina Amargos, F.","Cox, N.A.",NA,NA,NA,NA,3,250,NA,NA,NA,NA
16509126,Gempylus serpens,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GEMPYLIDAE,Gempylus,Snake Mackerel,"Cuvier, 1829",2015,2012-08-23,LC,NA,Stable,TRUE,FALSE,FALSE,"Collette, B., Smith-Vaniz, W.F., Williams, J.T., Pina Amargos, F., Curtis, M. & Grijalba Bendeck, L.","Cox, N.A.",NA,NA,NA,NA,0,1000,NA,NA,NA,NA
16509242,Nealotus tripes,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GEMPYLIDAE,Nealotus,Black Snake Mackerel,"Johnson, 1865",2015,2012-08-22,LC,NA,Stable,TRUE,FALSE,FALSE,"Collette, B.B., Smith-Vaniz, W.F., Williams, J.T., Curtis, M., Pina Amargos, F. & Grijalba Bendeck, L.","Comeros-Raynal, M., Cox, N.A., Carpenter, K.E., Soto, S. & Polidoro, B.",NA,NA,NA,NA,914,1646,NA,NA,NA,NA
16509297,Promethichthys prometheus,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,GEMPYLIDAE,Promethichthys,Roudi Escolar,"(Cuvier, 1832)",2015,2012-08-22,LC,NA,Stable,TRUE,FALSE,FALSE,"Collette, B.B., Smith-Vaniz, W.F., Pina Amargos, F., Williams, J.T., Grijalba Bendeck, L. & Curtis, M.","Carpenter, K.E., Polidoro, B. & Soto, S.",NA,NA,NA,NA,100,800,NA,NA,NA,NA
16545183,Nomeus gronovii,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,NOMEIDAE,Nomeus,Man-of-war Fish,"(Gmelin, 1789)",2015,2013-01-29,LC,NA,Unknown,TRUE,FALSE,FALSE,"Dooley, J., Collette, B., Aiken, K.A., Marechal, J., Pina Amargos, F., Kishore, R. & Singh-Renton, S.","Cox, N.A.",NA,NA,NA,NA,0,1000,TRUE,Removed duplicate records from the country occurrence list.,NA,NA
16545250,Psenes arafurensis,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,NOMEIDAE,Psenes,Banded Driftfish,"Günther, 1889",2015,2013-01-29,LC,NA,Unknown,TRUE,FALSE,FALSE,"Iwamoto, T., Singh-Renton, S., Pina Amargos, F., Aiken, K.A., Dooley, J., Collette, B.B., Marechal, J. & Kishore, R.","Strongin, K., Polidoro, B. & Carpenter, K.E.",NA,NA,NA,NA,0,650,NA,NA,NA,NA
